Customer_ID;Age;Education_Level;Monthly_Income;Num_Children;Num_Teenagers;Total_Purchases;Total_Spending;Last_Purchase_Amount;Recency_Days;Football_Spending;Running_Spending;Swimming_Spending;Kids_Sports_Spending;Preferred_Channel;Campaign_Exposure;Campaign_Response;Loyalty_Member;Customer_Tenure;Club_Status;Purchase_Comment
C0830;35;4;3713;2;0;15;2282,5;691,67 €;146;852;571;293;359;Store;1;0;0;896;Professional Club;The swimming goggles is outstanding and exactly what I was looking for, I am very happy with this purchase.
C0721;43;4;5768;0;0;10;1819,4;551,33 €;174;918;429;307;0;Store;1;0;0;1806;Amateur Club;The sports jacket is outstanding and ideal for competitive matches, I am very happy with this purchase.
C0958;56;4;3630;2;1;6;1186,9;359,67 €;103;271;22;212;234;Web;0;0;1;1442;None;This snack pack was painfully mediocre. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C1046;43;2;3846;2;0;8;181,5;55,00 €;143;69;687;182;0;Store;1;0;0;1543;Amateur Club;The kids football kit is outstanding and ideal for competitive matches, I am very happy with this purchase.
C0223;60;4;7782;0;3;5;149,6;45,33 €;74;85;43;8;0;App;0;0;1;1736;Amateur Club;I have tried literally dozens of teas since being introduced to the Russian custom of preparing and drinking tea, and the Ahmad Imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced.  I buy the three-packs as needed from Amazon and go through them rapidly. My family loves it and my friends have it in their homes now too, try one box of it and you will love it too.
C0288;19;4;2912;1;0;21;844,8;256,00 €;94;237;93;268;170;App;0;0;1;1747;Professional Club;This is a fantastic product, and I wish it was readily available in most stores. It's taste is not the greatest, but it's a 2.5 oz. shot, and it's gone in a second. It tastes, more or less, like a concentrated sweet tea. For the record, I've had 5 hour energy, and that tastes FAR worse. I will put up the taste for the results. It's got 150mg of caffeine, which is the equivalent of the big red bulls and monsters. I can't stand sucralose and sugar substitutes, and this is one of the only shot sized energy drinks that has only sugar in it. The sugar is at 9g, which isn't horrible. I used to drink 4 16oz. Red Bulls a day for the caffeine, and this gives me far better energy, and is much more subtle. My preference is black coffee, but I can't drink 8-12 cups a day anymore. Overall, Steaz does it right
C0301;39;2;2610;0;0;15;1449,8;439,33 €;22;489;425;404;0;App;0;0;0;710;None;I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it.
C0184;29;4;3324;1;0;15;2809,4;851,33 €;177;519;858;173;1004;Web;1;0;0;1975;Professional Club;We made chocolate chip cookies with BRM Garbanzo Bean Flour and the results were fantastic!  The brown sugar and chocolate mask any bean taste that other reviews have mentioned.  Our friends couldn't discern any difference from classic CCCs.  The texture, body, and elasticity (meaning reduced tendency to fall apart that occurs with most other gluten-free flours) is nice and chewy -- the same as CCCs made with regular flour.  And an added bonus -- the high protein and fiber level (I calculate 2-3 g fiber/cookie) fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lower.<br /><br />I highly recommend this flour even if CCCs are the only thing you make with it.
C0784;33;3;3122;0;0;7;812,9;246,33 €;128;419;160;160;0;Web;1;0;0;1274;Amateur Club;The sports backpack is impressive and perfect for intense sessions, I am very happy with this purchase.
C0845;59;3;6645;1;0;9;743,6;225,33 €;144;192;126;288;70;App;1;0;0;1530;Professional Club;The training shorts is excellent and great value for money, I am very happy with this purchase.
C1072;31;4;3712;0;0;5;2376;720,00 €;113;743;129;59;181;Store;0;0;0;539;None;The running sneakers is perfect and well designed and lightweight, I am very happy with this purchase.
C0303;44;4;5462;0;0;2;689,7;209,00 €;26;5;406;216;0;App;0;0;0;1128;None;Products takes pretty good, and it doesn't leave you gittery.  With subscibe and save as well as Prime membership I pay below $ 2 a shot.  My wife tried them and now she drinks them like they are going out of style.  I moderate mine and they make for more effective use before weight training.  I recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an AWESOME Energy Drink.
C0444;46;3;4689;1;0;9;1824,9;553,00 €;93;364;548;341;406;Web;0;0;1;713;Amateur Club;Decathlon knee sleeves: light compression, sizing is accurate, comfortable.
C1256;48;4;5463;1;0;19;828,3;251,00 €;54;406;55;101;191;Store;1;1;1;857;Amateur Club;This training shorts was flat-out awful. It broke apart before I could even use it. It tasted nothing like it used to. Customer service was no help at all.
C1399;41;4;4341;1;0;23;2104,3;637,67 €;124;292;484;446;691;App;1;1;1;1492;Amateur Club;This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral
C1600;28;1;3432;0;1;20;1778,7;539,00 €;62;1004;386;227;0;App;0;0;1;1219;Amateur Club;i cannot live without this citron falksalt, it is wonderful on watermelon, fish, almost any food requiring salt and in my world it all does.  just try it on red juicy watermelon, wonderful experience.
C1582;54;3;4240;0;1;7;623,7;189,00 €;10;318;216;33;0;Store;1;0;1;588;Amateur Club;Don't buy just a few of these!  I order these by the case.  I can't even remember the first time I tasted an anchovy stuffed olive but I have tried several of the brands online and this brand is my favorite.
C0262;57;2;6121;1;2;11;734,8;222,67 €;130;121;106;95;346;Web;1;0;0;1379;None;A great healthy chew for my 9 wk old beagle, Rio. He loves the taste and it sure beats my arm.
C0185;50;3;4093;2;2;19;825;250,00 €;143;83;112;224;331;Web;1;0;1;1893;Amateur Club;This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.
C0460;20;5;2025;0;0;2;1628;493,33 €;11;810;187;483;0;Web;1;1;0;1477;Amateur Club;Decathlon bike helmet: simple adjustment, good fit, standard ventilation.
C0140;58;4;4071;4;0;22;377,3;114,33 €;177;276;27;33;7;Store;1;0;1;1055;Amateur Club;My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!
C0105;54;5;6420;0;2;1;365,2;110,67 €;135;34;92;206;0;Store;1;0;1;1940;None;What a nice alternative to an apple pie. Love the fact there was no slicing and dicing. Easy to prepare. I also loved the fact that you can make them fresh whenever needed.
C0113;62;2;5469;0;1;6;1379,4;418,00 €;5;128;775;351;0;Web;1;1;1;1298;Amateur Club;"I have been drinking Royal King 100% Natural Organic Green Tea (100 tea bags x 2g each) as my every day tea for several years now.  I buy 12 boxes at a time to save on shipping.  For many years I used to drink coffee from morning till night.  But finally I realized that drinking so much coffee was not healthy for me.  I finally resolved to improve my health and stopped drinking coffee all together.  I tried many alternative drinks to replace my coffee habit.  I found that green tea was not only good tasting it also has health benefits.  Green tea is one of the few drinks that actually makes you healthier (coffe and other drinks do not) - the only healthier drink is quality cold water.  In my opinion, for the price, Royal King 100% Natural Organic Green Tea is one of the best tasting teas.  This green tea has a beautiful golden color, the taste is bright and fresh.  I recommend adding a tiny amount of Y.S. Organic Bee Farms RAW HONEY to the tea to add sweetness and health benefits too.  I also give myself a treat once in a while by having a much more expense tea (Tribute Xi Hu Long Jing) but this fantastic tea is not practical for me to drink as my every day tea (although I would if I could afford it).<br /><br />Cons:  On my latest shipment the package shown on the Amazon page is different than the one shipped.  The one shipped displays ""NATURALLY HIGH IN POLYPHENOL CATECHINS"" (a key contributive element to the possible health effects of tea), whereas the Amazon package displays ""CAFFENE FREE"".  So I am not sure if this green tea is Caffene free or not.  The other con is that sometimes the tea bag rips open when I unwrap the string from around the tea bag. So if the string seems stuck to the tea bag I put the bag in the hot water to unstick it."
C0652;65;2;5170;0;0;12;1498,2;454,00 €;176;567;637;158;0;Store;0;0;1;310;None;The swimming cap is perfect and great value for money, I am very happy with this purchase.
C1082;60;2;7555;0;3;21;903,1;273,67 €;64;378;1049;918;0;Store;0;0;0;247;None;The running leggings is excellent and great value for money, I am very happy with this purchase.
C0647;34;4;3733;0;1;24;627;190,00 €;80;199;215;156;0;Web;0;0;0;579;None;The sports jacket is durable and extremely durable and reliable, I am very happy with this purchase.
C0231;53;4;5488;3;1;16;765,6;232,00 €;123;356;24;111;205;Store;1;0;1;1863;None;I started drinking the power slim tea when I was on the HCG diet to help curb cravings. Since I liked it so well, I tried some of the others and I am now hooked!  They are so satisfying that I drink them all the time.  The Energy gives you that extra pick-me-up in the afternoons that helps keep me going all day, no matter how long.
C0255;23;4;2661;1;0;4;666,6;202,00 €;162;234;121;137;114;App;1;0;0;1357;None;I felt energized within five minutes, but it lasted for about 45 minutes. I paid $3.99 for this drink. I could have just drunk a cup of coffee and saved my money.
C0943;22;2;3375;0;0;1;620,4;188,00 €;68;324;67;68;0;Store;1;0;1;291;Professional Club;This training shorts was painfully mediocre. It broke apart before I could even use it. It tasted nothing like it used to. Customer service was no help at all.
C0351;50;4;6438;3;0;3;803;243,33 €;168;409;98;97;126;Web;1;0;1;393;None;"These chocolate covered espresso beans are wonderful!  The chocolate is very dark and rich and the ""bean"" inside is a very delightful blend of flavors with just enough caffine to really give it a zing."
C0147;60;2;7368;3;1;15;382,8;116,00 €;151;179;26;49;94;Store;1;0;1;1167;None;"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer"
C1656;58;4;7993;2;0;2;1057,1;320,33 €;42;465;98;241;157;Web;0;0;0;1490;None;I have to get up really early to work out before work and I get super tired by the middle of the afternoon. I was drinking one 5 hour energy, usually extra strength, each day. It worked well, but gave me a jittery feeling, almost headachy but not quite. My husband got me to try this and I was skeptical, but for me it works as well if not better than the 5 hour energy and doesn't give me that jittery almost-headache feeling.<br /><br />I don't mind the taste--it reminds me of the inside of a fig newton (mmm). And the price is ok, on Amazon anyway. At my grocery store they were almost $3 each, yike!<br /><br />And it's organic--so I can feel good about it, right? It's all about me feeling good!
C0057;30;4;4119;0;0;17;321,2;97,33 €;69;37;162;93;0;App;1;0;1;335;None;Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.
C0851;22;2;2985;0;0;7;1268,3;384,33 €;98;522;137;494;0;App;0;0;0;1647;Amateur Club;This running sneakers was completely unacceptable. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
C0492;65;3;4371;0;2;10;1218,8;369,33 €;147;454;365;289;0;Store;1;0;1;620;Professional Club;Decathlon pull-up bar: installs fine, holds well if mounted as instructed.
C1403;54;4;6227;0;1;22;1060,4;321,33 €;47;136;189;639;0;Web;1;0;0;1193;Amateur Club;McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat.
C1452;43;3;4846;0;3;17;1094,5;331,67 €;61;639;103;253;0;Store;0;0;0;1230;Amateur Club;"Awesome dog food. However, when given to my ""Boston"", who has severe reactions to some food ingredients"
C0536;45;5;4519;0;0;17;1170,4;354,67 €;10;650;98;316;0;Web;1;1;0;1016;None;The goalkeeper gloves is superb and improved my performance immediately, I am very happy with this purchase.
C0485;31;3;3404;0;2;11;1564,2;474,00 €;39;934;77;411;0;Web;1;1;1;120;Amateur Club;Decathlon handball shoes: good support, sole grips well on court.
C0599;18;5;3468;1;0;21;935;283,33 €;95;324;182;167;177;App;0;0;1;722;None;The football shoes is great and fits perfectly and feels great, I am very happy with this purchase.
C0064;35;3;4146;2;0;9;381,7;115,67 €;51;105;91;30;121;App;1;1;1;1585;Professional Club;"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough."
C0371;37;3;3256;1;0;16;695,2;210,67 €;130;121;127;112;272;Store;1;0;1;696;Professional Club;"When we received our Keurig Elite for Christmas, we were so excited to break open the sample pack of pods to try out different blends and flavors. Of the 12 pods we had in the box, four were Green Mountain Coffee brand. I'd never tried anything from this company before, but from what I had researched online, they have the largest range of Keurig pods and have even bought out competitors to produce coffee under their brand names as well.<br /><br />Unfortunately, I was immediately disappointed by the quality of the coffee. We tried their Dark Magic, Decaf and Breakfast Blend and all were underwhelming, to say the least. I was almost completely set on writing off Green Mountain altogther.<br /><br />We had one GM pod left and being of the mindset of waste-not-want-not, I figured I'd give it one last go around before forgetting about them completely. And I'm glad I did.<br /><br />The Nantucket Blend is a perfectly pleasing cup of coffee. It is nice and flavorful without being thick and pungent (unlike some of the other GM blends we tried). I added some flavored creamer to it and it almost measures up to our go-to Caribou Blend pods. Almost. All in all, this is a very standard cup of coffee which, while it isn't anything new or exciting, is very pleasing and definitely one of the better Keurig options we've been able to test out. When we run out of all the pods we've accumulated, I'll probably pick up a box of these as well.<br /><br />Now that I know Green Mountain isn't completely disappointing I'll definitely be open to trying a few more of their coffees (with our promotion for getting the bewer we ordered <a href=""http://www.amazon.com/gp/product/B004I3Y4IE"">Green Mountain Coffee Golden French Toast,  K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a> to try as well) and see how it goes from there.<br /><br />If you're looking for a go-to choice, this is your cup!"
C0573;28;2;2384;0;1;18;827,2;250,67 €;128;286;292;174;0;App;0;0;0;424;None;The football shoes is top-notch and makes training much more enjoyable, I am very happy with this purchase.
C0892;40;2;4758;0;0;18;819,5;248,33 €;35;282;50;260;260;Store;1;1;0;407;None;This sports jacket was totally misleading. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C0342;32;3;4010;0;0;11;267,3;81,00 €;68;2;134;107;0;Web;0;0;1;821;None;What a GREAT idea!!!! My daughter love it.<br />I don't think is difficult to wash, I mean, is not like just toss water and that's it... but, come on!!!!<br />Absolutely recommend it!
C1131;32;5;3627;0;1;16;1005,4;304,67 €;131;267;133;44;0;Web;0;0;0;1156;Amateur Club;This snack pack was astonishingly poor. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C1330;51;2;4689;2;2;8;336,6;102,00 €;179;53;102;93;58;Web;0;0;1;448;None;This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.
C0726;42;4;3771;1;2;20;1866,7;565,67 €;176;133;666;247;651;App;1;0;1;785;Professional Club;The training shorts is solid and very comfortable during training, I am very happy with this purchase.
C1594;27;3;2779;0;1;24;586,3;177,67 €;144;180;156;197;0;App;1;0;1;651;None;I think I have tried just about every Bloody Mary mixer on the market at one time or the other.  Most have too much sugar or worst, corn syrup.  This mixer is all natural ingredients and very tasty. It does have a little kick. Enjoy.
C0097;25;2;2984;0;0;18;304,7;92,33 €;131;78;26;173;0;Web;0;0;1;1059;None;"My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day. When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods... and a healthier, happier dog, to boot! Add in the fact that you can get free, 2-day shipping with Amazon Prime... I'm sold!!"
C0778;29;4;3396;0;0;9;1672;506,67 €;86;754;696;70;0;App;1;0;1;1880;None;The tennis racket is excellent and great value for money, I am very happy with this purchase.
C1619;27;3;2667;0;0;11;143;43,33 €;176;12;76;42;0;Store;1;1;0;376;None;The pork chops from Omaha Steaks were very tasty but at the same time exceptionally dry. Pork is usually dry meat but these were to the extreme. Possibly shipping them frozen and keeping them frozen was partly the problem.
C1341;31;4;3954;1;0;22;1245,2;377,33 €;113;127;531;410;64;Web;1;0;0;964;Amateur Club;My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.
C0114;60;4;7549;0;0;14;414,7;125,67 €;33;231;75;71;0;Store;1;1;1;1270;Amateur Club;this has to be one of the best teas I have ever tasted... it's clean, bright, fresh...<br /><br />great delivery...again quality... just try it...
C1468;64;4;5400;0;1;18;1162,7;352,33 €;85;583;458;16;0;App;0;0;1;1093;None;"The mouth says, ""How do I love thee, let me count the ways...""<br />If you like apple products a must have item.  The only draw back, shipping cost.  These are very heavy."
C0511;56;2;5943;3;1;20;694,1;210,33 €;24;128;48;163;292;Store;0;0;1;636;Amateur Club;Decathlon wetsuit: manageable to put on, thickness matches the label, neutral comfort.
C0719;59;2;5499;0;1;18;1266,1;383,67 €;93;325;580;246;0;App;0;0;0;714;None;The swimming goggles is superb and ideal for competitive matches, I am very happy with this purchase.
C0023;42;3;5875;1;0;14;1101,1;333,67 €;115;19;320;263;399;App;1;0;0;1215;Amateur Club;I can remember buying this candy as a kid and the quality hasn't dropped in all these years. Still a superb product you won't be disappointed with.
C0715;60;1;3961;0;0;23;563,2;170,67 €;99;406;61;45;0;App;1;0;1;1176;None;The running sneakers is remarkable and exactly what I was looking for, I am very happy with this purchase.
C1232;23;4;2339;1;0;21;347,6;105,33 €;96;164;62;21;69;Store;0;0;1;392;None;This chips was utterly frustrating. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C1481;21;3;2672;0;0;22;244,2;74,00 €;123;50;78;94;0;Store;1;1;1;1270;Amateur Club;this has to be one of the best teas I have ever tasted... it's clean, bright, fresh...<br /><br />great delivery...again quality... just try it...
C0151;21;3;3155;0;1;8;478,5;145,00 €;103;153;229;53;0;Store;0;0;0;137;Professional Club;This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!
C1664;61;2;3511;3;0;21;2158,2;654,00 €;47;604;729;277;352;Web;1;1;0;888;Amateur Club;The energy shot truly does work! It had a terrible after-taste at first, but now that I know what to expect, I am getting used to it. I always have some water handy as a chaser...which helps! I am so glad to have found something that gives me the energy I need without all the chemicals found in other beverages. It's helped me kick my addiction to Diet Coke and other aspartame-laced caffeinated beverages. Yay!!!
C0732;28;3;2324;0;1;16;924;280,00 €;78;68;390;382;0;Store;0;0;0;667;None;The swimming cap is fantastic and very comfortable during training, I am very happy with this purchase.
C0025;61;5;4376;2;1;19;1536,7;465,67 €;145;655;268;369;105;Web;1;0;1;930;Amateur Club;I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!<br />Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now.
C0494;58;3;7393;0;2;9;941,6;285,33 €;111;378;221;257;0;App;1;0;1;1472;None;Decathlon agility ladder: easy to set up, useful for football drills and cardio.
C1141;28;2;3000;0;0;2;181,5;55,00 €;105;67;486;347;0;Web;0;0;1;1635;Professional Club;This snack pack was painfully mediocre. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C1154;65;1;4641;0;3;5;971,3;294,33 €;7;289;111;4;409;Store;0;0;0;338;Amateur Club;This running sneakers was completely unacceptable. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
C1609;63;4;4951;0;4;10;614,9;186,33 €;15;276;270;13;0;Web;1;0;0;1606;None;I've been enjoying this tea for years.  This tea is good mornings, afternoons or evenings.  My local store went out of buisiness....Thanks Amazon!  I use a bodum tea press to prepare a pot.
C0008;44;3;;;;7;1507;456,67 €;27;217;502;254;397;App;0;0;0;1138;Amateur Club;This taffy is so good.  It is very soft and chewy.  The flavors are amazing.  I would definitely recommend you buying it.  Very satisfying!!
C0139;21;4;2623;0;1;10;1746,8;529,33 €;21;732;435;421;0;Store;0;0;0;496;None;I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.
C0294;35;5;3108;1;1;24;2568,5;778,33 €;76;922;136;366;911;App;0;0;0;571;Professional Club;I had tried both of the Guayaki energy shots and I don't like the taste of either of them! This one has more natural caffeine and tastes much better. I like them cold for sure. My husband and I take these on road trips in a little cooler with ice and waters and we don't have to make stops for coffee! Especially on the turnpikes where it's just way too expensive. It's worth the $[...] per shot. We normally split them. I'm really sensitive to caffeine, even the natural kind so I get a little weird if I drink the whole thing but that's the same for coffee too for me. My husband drinks the whole shot and gets a nice wake up boost. I would recommend these over any of the sinthetic shots out there. You can feel good about putting this in your body! I'll be ordering again soon for sure =)
C1199;40;2;3508;1;0;6;493,9;149,67 €;84;168;72;140;69;App;1;0;0;1051;None;This energy drink was completely unacceptable. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1470;27;3;2779;0;1;24;586,3;177,67 €;144;180;156;197;0;Store;1;0;1;1070;Amateur Club;The crust on these tarts are perfect.  My husband loves these, but I'm not so crazy about them.  They are just too sour/tart for my taste.  I'll eat the crust and hubby takes my filling.  My kids think they're great, so maybe it's just me.
C1416;52;4;6203;0;4;21;1588,4;481,33 €;127;502;698;244;0;Store;0;0;1;1696;None;I really like the Maple and Brown Sugar flavor. The regular is fine with brown sugar added. The Apples and Cinnamon flavor is OK. This is a very quick, easy and satisfying breakfast and I'll order this brand again, but not the variety. I'll get all Maple and Brown Sugar.
C0005;27;4;2269;0;0;8;1018,6;308,67 €;82;461;214;251;0;Store;1;0;1;1176;Professional Club;Great taffy at a great price.  There was a wide assortment of yummy taffy.  Delivery was very quick.  If your a taffy lover, this is a deal.
C0426;45;2;5282;0;1;23;1042,8;316,00 €;68;403;380;165;0;Web;0;0;0;316;None;Decathlon sports shorts arrived quickly. The fabric is lightweight and dries reasonably fast.
C1654;33;3;2872;0;0;7;342,1;103,67 €;162;133;107;71;0;App;1;0;1;1620;None;"Nothing wrong with the product, but I sure had to mix it with *lots* of other ingredients to make it edible to me. (In Texas I was called a ""baby-mouth"" - not into very spicy-hot foods.)<br /><br />For comparison, I'm comfortable with Tostitos medium chunky salsa. 1 can of this milder Rotel, mixed with 2 slightly larger cans of diced tomatoes, was still way too hot for me to use as salsa for chips. I used some of this to make a sort of southwestern cornbread that was good though."
C1404;36;4;4150;0;2;3;1608,2;487,33 €;122;665;652;145;0;Store;1;0;0;1124;None;For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby
C0471;23;3;2555;0;1;3;1238,6;375,33 €;76;378;505;243;0;App;0;0;1;1839;Professional Club;Decathlon tennis overgrip: good absorption, easy to apply, neutral feel.
C0668;52;4;6203;0;4;21;1588,4;481,33 €;127;502;698;244;0;Store;0;0;0;1298;Professional Club;The training shorts is perfect and makes training much more enjoyable, I am very happy with this purchase.
C0806;54;2;3605;2;0;18;1513,6;458,67 €;65;775;1;232;368;App;1;0;0;1399;Professional Club;The basketball is excellent and ideal for competitive matches, I am very happy with this purchase.
C0628;36;2;3175;0;2;16;294,8;89,33 €;95;37;130;101;0;App;0;0;0;938;None;The sports backpack is comfortable and improved my performance immediately, I am very happy with this purchase.
C0859;36;5;4438;2;0;9;137,5;41,67 €;108;115;3;3;4;App;1;0;0;459;Amateur Club;This chips was embarrassingly low quality. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C0839;33;3;4377;0;1;5;743,6;225,33 €;111;166;248;262;0;Web;1;0;1;1823;Professional Club;The running sneakers is impressive and perfect for intense sessions, I am very happy with this purchase.
C0804;38;2;3751;0;1;21;1578,5;478,33 €;155;755;180;500;0;App;0;0;1;1658;None;The training shorts is top-notch and makes training much more enjoyable, I am very happy with this purchase.
C0020;65;2;6620;0;0;3;182,6;55,33 €;124;45;116;5;0;Store;1;0;0;1160;Professional Club;Candy was delivered very fast and was purchased at a reasonable price.  I was home bound and unable to get to a store so this was perfect for me.
C1022;59;3;6645;1;0;9;743,6;225,33 €;144;192;152;13;0;Web;0;0;1;680;None;The tennis racket is amazing and exactly what I was looking for, I am very happy with this purchase.
C0489;35;4;3836;0;2;10;1639;496,67 €;28;906;469;115;0;Web;0;0;1;1845;None;Decathlon judo gi: sturdy fabric, standard cut, suitable for training.
C0016;18;2;2452;0;0;19;371,8;112,67 €;48;8;232;98;0;Store;1;1;0;1254;Professional Club;My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.
C0150;59;4;6113;3;0;11;1372,8;416,00 €;144;417;436;376;19;Store;0;0;1;1858;None;This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor.
C1428;31;5;4175;1;0;3;1008,7;305,67 €;115;500;252;59;106;Web;1;0;0;616;None;Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.
C0084;18;2;2002;0;0;16;836;253,33 €;73;323;145;292;0;Store;0;0;1;1467;None;While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited ingredient dog food to try to help. The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again. I like Natural Balance for the quality ingredients.
C0355;45;3;4560;0;1;13;1304,6;395,33 €;75;248;549;389;0;App;1;0;0;933;None;That's exactly what I was looking for to bake some chouquettes (puffs with small sugar pearls on top). Works great, yum!!
C0314;43;2;5330;0;2;13;1060,4;321,33 €;43;574;379;11;0;Store;0;0;0;1186;Amateur Club;I love ordering whole bean coffee on Amazon.  I like this so much that this my first product review.  I have to say that I'm usually not a big fan of flavored coffee, but I thought I would give it a try.  When my husband started grinding it up, I could smell it throughout the house.  Sometimes with flavored coffees, the smell is there but the taste isn't.  However, not with this one.  I'm now going to order another flavor from this company and will give it a try.
C0975;59;2;5946;0;1;4;522,5;158,33 €;148;128;403;628;717;Store;1;0;1;1188;None;This swimming goggles was ridiculously overpriced. It had inconsistent flavor in every bag. The texture was unpleasant from the first bite. I am genuinely disappointed.
C0052;34;2;2524;1;0;2;1007,6;305,33 €;111;110;227;110;469;Store;1;0;0;1492;Amateur Club;"Got a free package of these with a bottle of bloody mary mix I bought from the seller, and the advertising worked..lol,  I tried them, and shared them with 2 buddies, and we all loved them...  So im here to buy more, and noticed there were no reviews yet,...  well now there is.  They are Hot,  but not ""burn your mouth forever hot""  its a nice temp...  Perfect for us.."
C0558;21;5;2372;1;0;17;534,6;162,00 €;103;62;223;112;89;Web;1;0;0;1315;None;The tennis racket is excellent and fits perfectly and feels great, I am very happy with this purchase.
C0650;42;3;4274;1;1;21;852,5;258,33 €;59;148;120;252;255;Store;1;1;0;1569;None;The goalkeeper gloves is outstanding and ideal for competitive matches, I am very happy with this purchase.
C0894;65;4;3816;0;0;16;546,7;165,67 €;10;345;31;31;0;App;0;0;1;431;None;This tennis racket was absolutely terrible. It was poorly packaged and damaged. Even discount brands perform better. This product should not be sold at this price.
